,ID,Title,Abstract,Keywords,Publication date
10,"41024066
33538338
32231997
39311198
38768397
24453066
18337732
36609003
34225568
27892471
31824557
34296082
34411094
22640436
26520484
34966715
35561191
31068683
24572353
25200660
26168013
25885490
37582955
31373609
37945903
40214032
16682969
17401366
29892016
26443449
19767754
22219177
24753544
19117981
34012061
32450446
17701901
17947991
26607428
26017442
30101399
26161953
33577454
36092461
19767753
31562322
25316677
33866309
30023001
10891514
19176549",Decoding ancestry-specific genetic risk: interpretable deep feature selection reveals prostate cancer SNP disparities in diverse populations.,"The clinical potential of single nucleotide polymorphisms (SNPs) in prostate cancer (PCa) diagnosis has been extensively explored using conventional statistical and machine learning approaches. However, the predictive power and interpretability of these methods remain inadequate for clinical translation, primarily due to limited generalization across high-dimensional SNP datasets. This study addresses the contested diagnostic utility of SNPs by integrating interpretable feature selection with deep learning to enhance both classification performance and biological relevance.
We propose an interpretable deep feature selection framework designed to enhance both the classification performance and biological relevance of SNP markers in distinguishing between benign and malignant prostate cancer samples. This study specifically investigates the debated diagnostic value of SNPs in PCa classification by integrating feature selection with deep learning to uncover actionable insights. Specifically, our framework comprises four key components: (1) Heuristic feature reduction, which eliminates irrelevant SNPs during gradient computation for training deep neural networks (DNNs); (2) Iterative SNP subset optimization, aiming at maximizing classification AUC during model training; (3) Gradient variance minimization, mitigating instability caused by limited sample sizes; and (4) Nonlinear interaction modeling, which extracts high-level SNP interactions through hierarchical representations.
Evaluated on the PLCO, BPC3, and MEC-AA datasets, our method achieved mean AUC scores of 0.747, 0.751, and 0.559, respectively, demonstrating statistically significant improvements (p < 0.05, a paired t-test) over existing approaches. Notably, the lower AUC for MEC-AA may reflect inherent population-specific complexities, as this dataset focuses on African American men, a group historically underrepresented in genomic studies. For interpretability, our framework identified 345, 373, and 437 consensus SNP markers across the PLCO, BPC3, and MEC-AA cohorts, respectively. Key SNPs were further validated against prior research on PCa racial disparities: rs10086908 and rs2273669 (PLCO); rs12284087, rs902774, rs9364554, and rs7611694 (BPC3); and rs3123078 and rs1447295 (MEC-AA) exhibited strong concordance with established loci linked to ethnic-specific risk profiles. For instance, rs1447295 on chromosome 8q24, recurrently associated with African ancestry, underscores the method's ability to recover population-relevant variants.
By synergizing interpretable feature selection with deep learning, this work advances the translation of SNP-based biomarkers into clinically actionable tools while clarifying their contested diagnostic role in PCa.","GWAS"", ""Germline SNP markers"", ""Interpretable deep learning"", ""Prostate cancer"", ""Racial disparities",2025-09-30
11,"40996147
23540688
27338107
24499868
34383739
28476144
19735299
32076369
29364120
14992493
29784032
31682024
25613900
30906311
37559907
30496480
36877736
34103512
38404715
39110558
36739624
37594302
35186034
37586201
31034408
24071849
25392408
26017442
26822025
33596409
36698136
31605605",A multi-omics integration framework using multi-label guided learning and multi-scale fusion.,"The rapid development of high-throughput sequencing technologies has generated vast amounts of omics data, making multi-omics integration a crucial approach for understanding complex diseases. Despite the introduction of various multi-omics integration methods in recent years, existing approaches still have limitations, primarily in their reliance on manual feature selection, restricted applicability, and inability to comprehensively capture both inter-sample and cross-omics interactions. To address these challenges, we propose mmMOI, an end-to-end multi-omics integration framework that incorporates multi-label guided learning and multi-scale attention fusion. mmMOI directly processes raw high-dimensional omics data without requiring manual feature selection, thereby enhancing model interpretability and eliminating biases introduced by feature preselection. First, we introduce a multi-label guided multi-view graph neural network, which enables the model to adaptively learn omics data representations across different datasets, thereby improving generalizability and stability. Second, we design a multi-scale attention fusion network, which integrates global attention and local attention. This dual-attention mechanism allows mmMOI to more accurately integrate multi-omics data, enhance cross-omics feature representations, and improve classification performance. Experimental results demonstrate that mmMOI significantly outperforms state-of-the-art methods in classification tasks, exhibiting high stability and adaptability across diverse biological contexts and sequencing technologies. Additionally, mmMOI successfully identifies key disease-associated biomarkers, further enhancing its biological interpretability and practical relevance. The source code, datasets, and detailed hyperparameter configurations for mmMOI are available at https://github.com/mlcb-jlu/mmMOI.","graph neural network"", ""multi-label guided learning"", ""multi-omics integration"", ""multi-scale fusion",2025-09-25
12,"40920745
17660860
38195379
18207385
18059348
26390495
37853338
3322052
34189370
35316469
38394325
37016297
33729976
31819106
15244698","ACG-SFE: Adaptive cluster-guided simple, fast, and efficient feature selection for high-dimensional microarray data in binary classification.","Advances in data collection have resulted in an exponential growth of high-dimensional microarray datasets for binary classification in bioinformatics and medical diagnostics. These datasets generally possess many features but relatively few samples, resulting in challenges associated with the ""curse of dimensionality"", such as feature redundancy and an elevated risk of overfitting. While traditional feature selection approaches, such as filter-based and wrapper-based approaches, can help to reduce dimensionality, they often struggle to capture feature interactions while adequately preserving model generalization. Therefore, this paper introduces the Adaptive Cluster-Guided Simple, Fast, and Efficient (ACG-SFE) feature selection, a hybrid approach designed to address the challenges of high-dimensional microarray data in binary classification. ACG-SFE enhances the Simple, Fast, and Efficient (SFE) evolutionary feature selection model by integrating hierarchical clustering to dynamically group correlated features based on the optimal number of clusters determined by the Silhouette index, Davies-Bouldin score, and the feature-to-observation ratio while adaptively selecting representative features within clusters using mutual information and adjusting the selection threshold through a progress factor. This hybrid filter-wrapper approach improves feature interactions, effectively minimizing redundancy and overfitting while enhancing classification performance. The proposed model is assessed against four state-of-the-art evolutionary feature selection models on 11 high-dimensional microarray datasets. Experimental results indicate that ACG-SFE effectively selects a small yet pertinent feature subset, minimizing redundancy while attaining enhanced classification accuracy and F-measure. Furthermore, its reduced RMSE between train and test accuracy substantiates its capability to reduce overfitting, outperforming comparative models. These findings establish ACG-SFE as an effective feature selection model for handling high-dimensional microarray data in binary classification, enhancing classification accuracy while selecting minimal relevant features to reduce unnecessary complexity and the risk of overfitting.","graph neural network"", ""multi-label guided learning"", ""multi-omics integration"", ""multi-scale fusion",2025-09-08
13,"40843971
26083756
31015418
31375813
30531897
31796933
38113074
38789649
35862429
33953202
30504886
29265724
31591579
31121116
37443338
32393329
31811131
29937202
31243281
30402542
36084801
35192692
29481436
9435904
26237148
38324529
32800658
34572451
37115242
29914354
17196252
30429548
30042384
35490534
33390590
31829938
34025588
35042863
30042384
34651399
35917953
32103204
32196115
37189058
30893341
31729367
30890697
35273156",Boosting data interpretation with GIBOOST to enhance visualization of complex high-dimensional data.,"High-dimensional single-cell data analysis is crucial for understanding complex biological interactions, yet conventional dimensionality reduction methods (DRMs) often fail to preserve both global and local structures. Existing DRMs, such as t-distributed Stochastic Neighbor Embedding (t-SNE), Uniform Manifold Approximation and Projection (UMAP), Principal Component Analysis (PCA), and Potential of Heat-diffusion for Affinity-based Transition Embedding (PHATE), optimize different visualization objectives, resulting in trade-offs between cluster separability, spatial organization, and temporal coherence. To overcome these limitations, we introduce GIBOOST, an AI-driven framework that integrates outputs from multiple DRMs using a Bayesian framework and an optimized autoencoder. GIBOOST systematically selects and integrates the two most informative DRMs by evaluating key visualization features, including separability, spatial continuity, uniformity, cellular dynamics, and cluster sensitivity. Rather than prioritizing a single DRM, it identifies the optimal combination that maximizes clustering sensitivity (GI) while preserving biologically relevant spatial and temporal structures. This integration is further refined through a GI-optimized autoencoder, which optimizes the joint distribution of GI, neuron count, and batch size effects to improve visualization quality. We demonstrate GIBOOST's efficacy across multiple dynamic biological processes, including epithelial-mesenchymal transition, CiPSC reprogramming, spermatogenesis, and placental development. Compared to nine individual DRMs, GIBOOST enhances clustering sensitivity and biological relevance by ~30%, enabling more accurate interpretation of differentiation trajectories and cell-cell interactions. When applied to a large single-cell RNA-seq dataset (~400 000 cells, 28 cell types, seven placental regions), GIBOOST uncovers novel immune-placenta interactions, providing deeper insights into cross-tissue communication during pregnancy. By improving both the visualization and interpretability of high-dimensional data, GIBOOST serves as a powerful tool for computational systems biology, enabling a more accurate exploration of complex cellular systems.","AI-driven data integration"", ""cell–cell communication"", ""data visualization"", ""dimensionality reduction"", ""immune-placental interactions"", ""single-cell analysis",2025-08-26
14,"40838619
27485952
15303102
29238085
28861340
38640975
27415130
28458140
33018257
37467800
35995263
35933493
38088473
27120982
33609956
28817956
30127711
36792654
29515348
11920153
31759578
24379387
29226965
17210143
27853626
32103088
27060621
16632515
31673097
25785575
27693612
25720357
34058132
23037667
21750622
16648247
30122932
35290195
31953148
34402132
21908230
37167968
29055250
31992762
26234819
38194405
35367775
29872218
19819337
34159563
32740651
10873917
27064972
20534464
34282889
30467392
29689518
11771995
37032921
37668327
40375414
38198165
28230847
23861951
33284797
20577591
30979801
27075850
26327292
29962049
24129332
32663936
21791259
36138188
38691439
36778038
22177602
32734435
25266848",Random Walk-Based Node Feature Learning for Major Depressive Disorder Identification Through Multi-Site rs-fMRI Data.,"Major depressive disorder (MDD) is a globally prevalent psychiatric disorder that significantly impairs quality of life and increases suicide risk. Accurate identification of MDD is critical for clinically assisted diagnosis. Although substantial progress has been made in MDD identification, extracting region of interest (ROI) features from functional brain networks remains underexplored. Furthermore, most studies rely on small-scale resting-state functional magnetic resonance imaging (rs-fMRI) datasets, which limits the generalizability of their findings to large-scale brain networks. To address these issues, we propose a novel graph embedding-based feature selection classification framework (GEF-FSC) to identify MDD through multi-site rs-fMRI data. The framework employs the node2vec algorithm to learn local and global functional connectivity (FC) features of ROIs via flexible random walks, capturing structural information in functional brain networks. Random Forest is then applied for feature selection on the learned embedding features, followed by classification using an ensemble classifier. This approach captures complex, higher-order structural information between ROIs and retains important features, enhancing classification accuracy by minimizing redundancy in high-dimensional FC features. Evaluated on the REST-meta-MDD dataset, our framework achieved 81.65% accuracy under the Dosenbach template and 75.30% under the AAL atlas. Comparative experiments with eight benchmark methods and six state-of-the-art classifiers demonstrated superior accuracy, sensitivity, specificity, and F1-score. Interpretability analysis highlighted key brain regions and networks consistent with previous findings. The GEF-FSC framework effectively classifies MDD and identifies key brain regions and networks associated with the disorder, emphasizing the importance of higher-order structural information in improving diagnostic accuracy.","ensemble learning"", ""functional connectivity"", ""major depressive disorder"", ""node2vec"", ""random walk",2025-08-21
15,"40698866
23685454
29474909
27124452
26083756
28091601
30166903
27027344
26874727
26871581
34729122
32280866
32123397
25867923
26287467
28351406
36929930
36814845
34850828
36733262
38230824
30504886
30504886
37948464
38684178
28346451
35172334
34864884
31780648
38641620
31481690
38326616
30289549
35188342
32433953
37985874",scGGC: a two-stage strategy for single-cell clustering through cellular gene pathway construction.,"In the last few years, there has been great advancement in the field of single-cell data investigation, particularly in the development of clustering methods. The advanced research is increased for the development of clustering algorithms tailored for single-cell RNA sequencing data. Conventional methods primarily focus on local relationships among cells or genes, while overlooking the global cell-gene interactions. As a result, the high dimensionality, noise, and sparsity of the data continue to pose significant challenges to clustering accuracy. To address the challenges of single-cell clustering analysis, we propose a novel single-cell clustering model, scGGC, which integrates graph autoencoders and generative adversarial network techniques. The innovations of scGGC include two components: (i) construction of an adjacency matrix that incorporates cell-cell and cell-gene relationships to capture complex interactions in a graph structure, enabling nonlinear dimensionality reduction and initial clustering via a graph autoencoder; (ii) enhancement of clustering performance by selecting high-confidence samples from the initial clusters for adversarial neural network training. A comprehensive evaluation on nine publicly available scRNA-seq datasets demonstrates that scGGC outperforms eight comparison methods. For example, on datasets such as MHC3K, the Adjusted Rand Index increases by an average of 10.1%. Furthermore, marker gene identification and cell type annotation further confirm the biological relevance of scGGC, with marker gene overlap rates exceeding 70% across multiple datasets. We conclude that scGGC not only improves the accuracy of single-cell data clustering but also enhances the identification of cell-type-specific marker genes. The scGGC code is available at https://github.com/Zhi1002/scGGC.","cell-gene interaction"", ""dimensionality reduction"", ""generative adversarial networks"", ""high-confidence cells"", ""scRNA-seq",2025-07-23
16,"40598554
29925568
32393329
32885620
37208468
22588877
31898477
21868852
35449244
33921978
39190190
32142167
36624542
23046482
38100350
32719679
33039588
18458181
35945544
35186034
37700095
38960006
34503097
34560415
33613862
30651078
34992090
34942412
24234451
36122153
37628869
27585881
32039208
32039208
38433205
35422484
38871719
33538338
34718715
30617339
39979291
37857634
38254021
34544424
35741075
37046630
33015620
35639733",Comparative analysis of statistical and deep learning-based multi-omics integration for breast cancer subtype classification.,"Breast cancer (BC) is a critical cause of cancer-related death globally. The heterogeneity of BC subtypes poses challenges in understanding molecular mechanisms, early diagnosis, and disease management. Recent studies suggest that integrating multi-omics layers can significantly enhance BC subtype identification. However, evaluating different multi-omics integration methods for BC subtyping remains ambiguous.
In this study, we conducted a multi-omics integration analysis on 960 BC patient samples, incorporating three omics layers: Host transcriptomics, epigenomics, and shotgun microbiome. We compared two integration approaches the statistical-based approach (MOFA+) and a deep learning-based approach (MOGCN) for this integration. We evaluated both methods using complementary evaluation criteria. First, we assessed the ability of selected features to discriminate between BC subtypes using both linear and nonlinear classification models. Second, we analyzed the biological relevance of the selected features to key BC pathways, focusing on transcriptomics-driven insights.
Our results showed that MOFA+ outperformed MOGCN in feature selection, achieving the highest F1 score (0.75) in the nonlinear classification model, with MOFA+ also identifying 121 relevant pathways compared to 100 from MOGCN. Notably, one of the key pathways Fc gamma R-mediated phagocytosis and the SNARE pathway was implicated, offering insights into immune responses and tumor progression.
These findings suggest that MOFA+ is a more effective unsupervised tool for feature selection in BC subtyping. Our study underscores the potential of multi-omics integration to improve BC subtype prediction and provides critical insights for advancing personalized medicine in BC.","Breast cancer"", ""F1 score"", ""Fc gamma R-mediated phagocytosis"", ""MOFA+"", ""MoGCN"", ""Multi-omics integration"", ""Network analysis"", ""Personalized Medicine"", ""SNARE pathway",2025-07-02
17,"40594918
36686757
33716731
30303385
34238766
33613862
39118787
32326887
39001292
34336652
38189543
33652728
36813800
24856386
20109147
39047464
38256428
21749714
37754258
28076849
32064155
37620307
24237611
30894374
35851845
29110491
31819187
31100352
31819192
37370164
22546809
21415164
31890196
38711558
30453885
34682416","Uncovering subtype-specific metabolic signatures in breast cancer through multimodal integration, attention-based deep learning, and self-organizing maps.","This study integrates multimodal metabolomic data from three platforms-LC-MS, GC-MS, and NMR-to systematically identify biomarkers distinguishing breast cancer subtypes. A feedforward attention-based deep learning model effectively selected 99 significant metabolites, outperforming traditional static methods in classification performance and biomarker consistency. By combining data from diverse platforms, the approach captured a comprehensive metabolic profile while maintaining biological relevance. Self-organizing map analysis revealed distinct metabolic signatures for each subtype, highlighting critical pathways. Group 1 (ER/PR-positive, HER2-negative) exhibited elevated serine, tyrosine, and 2-aminoadipic acid levels, indicating enhanced amino acid metabolism supporting nucleotide synthesis and redox balance. Group 3 (triple-negative breast cancer) displayed increased TCA cycle intermediates, such as α-ketoglutarate and malate, reflecting a metabolic shift toward energy production and biosynthesis to sustain aggressive proliferation. In Group 4 (HER2-enriched), elevated phosphatidylcholines and phosphatidylethanolamines suggested upregulated mono-unsaturated phospholipid biosynthesis. The study provides a framework for leveraging multimodal data integration, attention-based feature selection, and self-organizing map analysis to identify biologically meaningful biomarkers.","Attention-Based Deep Learning"", ""Breast Cancer Subtypes"", ""Feature Selection"", ""Metabolic Signatures"", ""Multimodal Metabolomics"", ""Random Forest"", ""SVM-RFE"", ""Self-Organizing Map"", ""XGB-RFE",2025-07-02
18,"40529738
38352954
39550174
38760500
35214191
35331296
34872584
34885197
35309940
20427518
30154154
33685460
34054840
33134163
32357912
31746108
31771653
24658644
33940186
30805932
35326091
34164265
27148259
30560866
25594174
35351627
35326673
35158838
35069534
34572905
35331626
35334205
35105962
32579769
35223192
33229411
32005952
35309907
34183807
34260935
34386424
37731507
36709495",Identification of esophageal cancer tumor antigens and immune subtypes for guiding vaccine development.,"Esophageal cancer (ESCA) is a highly aggressive malignancy characterized by poor prognosis, primarily due to late diagnosis and limited treatment efficacy. Immunotherapies, such as vaccines, necessitate a more comprehensive understanding of the tumor immune microenvironment and tumor-specific antigens. The immune heterogeneity of ESCA, which is shaped by immune cell infiltration and antigen presentation, remains largely unexplored, particularly in terms of its interactions with autoimmune mechanisms. This study employs multi-omics analysis to profile the immunophenotype of ESCA, aiming to identify immune evasion mechanisms, tumor antigens, and autoimmune-related pathways. By elucidating these features, we seek to uncover potential targets for vaccine development and personalized immunotherapies, thereby improving therapeutic outcomes.
To screen for potential antigen genes, we examined the overexpressed and mutated genes specific to ESCA. Additionally, we employed Kaplan-Meier survival and Cox analysis to evaluate the prognostic relevance of these potential tumor antigens. To achieve data aggregation and construct a consistency matrix, we used consistency clustering. Subsequently, a graph learning-based dimensionality reduction method was implemented to clarify the immune subtypes. Furthermore, weighted gene coexpression network analysis (WGCNA) was used to cluster potential antigen genes and identify hub genes.
Our analysis identified six overexpressed and mutated tumor antigens that were strongly associated with poor prognosis and antigen-presenting cell (APC) infiltration in ESCA. Analysis of The Cancer Genome Atlas (TCGA) data consistently identified three immune subtypes. These findings allowed for the construction of the immune landscape of TCGA samples based on the respective immune subtypes. The integration of immunogenomics analysis further allowed for the characterization of the immune microenvironment for each immune subtype. WGCNA successfully screened for three prognostic factors.
In our analysis, ","Esophageal cancer (ESCA)"", ""immune subtype"", ""mRNA vaccine"", ""survival analysis",2025-06-18
19,"40407809
21499542
33213105
26641177
27055632
38064856
39731811
40050712
25591995
36635386
35706042
22063110
28405455
34862433
36968283
36151245
5762501
33178885
31952075
33256233
37741873
37627441
20416805
28531195
34822411
35169253
19755668
4762625
22063781
18441085
35232965
38606453
36837833
21852955
35708590
21680787
34738692
35715522
26251721
33922306
29527304
36102059
28727061
29789036
30980044
38191264
31959995
14597658
34977382
32947846
36357675
23296818
27898906
31108909
34239912
22444984
29470400",Description of metabolic differences between castrated males and intact gilts obtained from high-throughput metabolomics of porcine plasma.,"Surgically castrated male pigs, which are commonly produced in pork production systems, have slightly lower production efficiency, compared to intact female pigs (gilts). This is mainly due to an unfavorable feed conversion rate and fatter carcasses. These differences influenced by physiological and genetic factors can be identified through metabolomics, which describes metabolic profiles. In this study, we used untargeted metabolomics to analyze the plasma of 694 Italian Large White pigs (228 castrated males and 466 intact gilts), sampled at slaughter. The metabolomic profiles included 731 metabolites covering 98 sub-pathways. The raw metabolomic data were cleaned and imputed using multivariate imputation by chained equations. The Boruta algorithm was then employed to identify metabolites that have different concentrations between castrated males and intact gilts. To address the random nature of feature selection, multiple Boruta runs were generated, and nested within a 10-fold cross-validation, resulting in 1,250 Boruta datasets. These datasets helped identify 40 informative metabolites, with a reduced core of 15 metabolites consistently confirmed across all runs. Their calculated random forest out-of-bag error was 0.25 and 0.27, respectively. The relevance, ranking, and predictive ability of each selected metabolite were determined based on the mean decrease Gini (MDG) and the area under the curve (AUC) of the receiver operating characteristic curve analysis, with MDG values of 0.024 ± 0.007 and 0.030 ± 0.009 and AUC values of 0.62 ± 0.04 and 0.65 ± 0.03 for the 2 metabolite sets, respectively. Of the 40 selected metabolites, 60% had higher concentrations in castrated males than in intact gilts, while in the 15 metabolites set, this percentage was 80%. Network and biological pathways analyses indicated that the selected metabolites were primarily amino acids and lipids, many of which belonged to their respective sub-pathways, suggesting minimal biological differences between castrated males and intact gilts. These findings support previous results obtained using a targeted metabolomic platform. This study represents the largest investigation to date on the pig sex metabolome, providing essential biological insights that could inform precise husbandry and feeding strategies in pigs, taking into consideration the castration status of the males.
Surgically castrated male pigs are commonly produced in many pork production systems, including Italy. Castrated males have slightly lower production efficiency, compared to intact female pigs (gilts), mainly due to an unfavorable feed conversion rate and fatter carcasses. These differences are influenced in part by the diverse hormonal state of the animals and in part by the genetic component, derived from the XY and XX chromosomal composition of males and females. At the molecular level, these differences can be identified through metabolomics, which describes the metabolic profiles of the pigs. In this study, we compared the plasma of Italian Large White castrated males and intact gilts. Data from about 700 metabolites were statistically elaborated using a pipeline that filtered samples and metabolites, performed missing data imputation, and conducted feature selection with machine learning approaches. A total of 40 metabolites were identified to discriminate the metabolomic profiles of castrated males versus intact gilts. Most of these informative metabolites are amino acids and lipids involved in the same respective biochemical pathways. This study may provide essential biological insights that could inform precise husbandry and feeding strategies in pigs, taking into consideration the castration status of the males.","Sus scrofa"", ""castration"", ""machine learning"", ""metabolite"", ""pig"", ""plasma",2025-05-23
